,_id,地区,天气,日期,最低温,最高温,风力风向
270,61b07e3503b7968d1fb4c0d3,53698,晴,2020-12-30 周三,-8°,-2°,西北风3级
271,61b07e3503b7968d1fb4c0d4,53698,晴,2020-12-31 周四,-6°,4°,西风2级
272,61b07e3503b7968d1fb4c0d5,53698,晴,2019-12-31 周二,-6°,0°,东南风2级
273,61b07e3503b7968d1fb4c0d6,53698,晴,2017-12-27 周三,-4°,4°,南风1-2级
274,61b07e3503b7968d1fb4c0d7,53698,晴,2017-12-28 周四,-4°,4°,南风1-2级
275,61b07e3503b7968d1fb4c0d8,53698,多云,2014-12-23 周二,-3°,7°,南风~西北风微风~3-4级
276,61b07e3503b7968d1fb4c0d9,53698,晴,2014-12-24 周三,-3°,7°,北风3-4级
277,61b07e3603b7968d1fb4c0eb,53698,晴,2011-12-22 周四,-4°,5°,西北风3-4级~微风
278,61b07e3603b7968d1fb4c0ec,53698,多云~晴,2016-12-28 周三,-5°,5°,南风1-2级
279,61b07e3603b7968d1fb4c0ed,53698,晴,2012-12-25 周二,-9°,-1°,北风微风
280,61b07e3603b7968d1fb4c0ee,53698,霾~阴,2015-12-26 周六,-3°,6°,南风~东北风微风
281,61b07e3603b7968d1fb4c0ef,53698,阴~多云,2015-12-27 周日,-5°,-1°,东北风~北风微风
282,61b07e3603b7968d1fb4c0f0,53698,晴,2018-12-29 周六,-9°,0°,西南风1级
283,61b07e3603b7968d1fb4c0f1,53698,多云~阴,2018-12-30 周日,-8°,0°,东北风1级
284,61b07e3603b7968d1fb4c0f2,53698,多云,2017-12-29 周五,0°,5°,北风1-2级
285,61b07e3603b7968d1fb4c0f3,53698,晴,2017-12-30 周六,-4°,8°,西北风3-4级
286,61b07e3603b7968d1fb4c0f4,53698,晴~多云,2014-12-25 周四,-3°,6°,北风微风
287,61b07e3603b7968d1fb4c0f5,53698,霾,2014-12-26 周五,-3°,5°,南风~西北风微风
288,61b07e3603b7968d1fb4c108,53698,晴,2011-12-23 周五,-4°,8°,西北风3-4级~微风
289,61b07e3603b7968d1fb4c109,53698,晴,2011-12-24 周六,-5°,8°,西北风~北风3-4级~微风
290,61b07e3603b7968d1fb4c10a,53698,晴~多云,2016-12-29 周四,-4°,4°,南风1-2级
291,61b07e3603b7968d1fb4c10b,53698,霾,2016-12-30 周五,-5°,4°,南风1-2级
292,61b07e3603b7968d1fb4c10c,53698,晴~多云,2012-12-26 周三,-8°,-2°,南风~北风微风
293,61b07e3603b7968d1fb4c10d,53698,阴,2012-12-27 周四,-7°,-3°,南风~北风微风
294,61b07e3603b7968d1fb4c10e,53698,晴~多云,2015-12-28 周一,-4°,4°,南风~北风微风
295,61b07e3603b7968d1fb4c10f,53698,霾,2015-12-29 周二,-2°,6°,西南风~北风微风
296,61b07e3603b7968d1fb4c110,53698,阴~多云,2018-12-31 周一,-9°,-1°,东北风1级
297,61b07e3603b7968d1fb4c111,53698,晴,2017-12-31 周日,-5°,6°,南风1-2级
298,61b07e3603b7968d1fb4c112,53698,霾~晴,2014-12-27 周六,0°,7°,西南风~西北风微风
299,61b07e3603b7968d1fb4c113,53698,晴,2014-12-28 周日,-1°,10°,西南风~北风微风
300,61b07e3603b7968d1fb4c128,53698,晴,2011-12-25 周日,-4°,6°,北风3-4级~微风
301,61b07e3603b7968d1fb4c129,53698,晴~多云,2011-12-26 周一,-4°,5°,北风3-4级~微风
302,61b07e3603b7968d1fb4c12a,53698,霾,2016-12-31 周六,-3°,6°,南风1-2级
303,61b07e3603b7968d1fb4c12b,53698,小雪~阴,2012-12-28 周五,-6°,-3°,北风~西北风微风~3-4级
304,61b07e3603b7968d1fb4c12c,53698,晴,2012-12-29 周六,-7°,0°,西北风4-5级~3-4级
305,61b07e3603b7968d1fb4c12d,53698,晴,2015-12-30 周三,-4°,7°,西北风~北风微风
306,61b07e3603b7968d1fb4c12e,53698,多云~霾,2015-12-31 周四,-3°,5°,西北风~北风微风
307,61b07e3603b7968d1fb4c12f,53698,晴~霾,2014-12-29 周一,-1°,10°,南风~北风微风
308,61b07e3603b7968d1fb4c130,53698,晴,2014-12-30 周二,-2°,9°,北风~西北风微风~3-4级
309,61b07e3703b7968d1fb4c144,53698,多云~阴,2011-12-27 周二,-3°,3°,南风~北风微风
310,61b07e3703b7968d1fb4c145,53698,多云~阴,2011-12-28 周三,-4°,3°,南风~北风微风
311,61b07e3703b7968d1fb4c146,53698,晴,2012-12-30 周日,-6°,2°,西北风~北风微风
312,61b07e3703b7968d1fb4c147,53698,晴,2012-12-31 周一,-8°,2°,北风微风
313,61b07e3703b7968d1fb4c148,53698,晴,2014-12-31 周三,-5°,7°,西北风3-4级~微风
314,61b07e3703b7968d1fb4c15d,53698,阴,2011-12-29 周四,-4°,1°,北风微风
315,61b07e3703b7968d1fb4c16f,53698,阴~多云,2011-12-30 周五,-4°,3°,北风微风
316,61b07e3703b7968d1fb4c170,53698,阴~晴,2011-12-31 周六,-4°,4°,南风~北风微风
